player,archetype,old_team,season_before,score_before,new_team,season_after,score_after,delta,league_std,team_archetype_mean,classification,moved_toward_new_team_mean
KC Cariappa,Death Specialist,Kolkata Knight Riders,2015,2.3831776507891598,Punjab Kings,2016,1.1954144837525449,-1.1877631670366149,1.0293195393612475,0.3780916336932245,Adaptable,True
KC Cariappa,Death Specialist,Punjab Kings,2017,0.08235336409614412,Kolkata Knight Riders,2019,2.4891732487593305,2.4068198846631863,1.0948862151118541,1.0272922722614142,Adaptable,False
KD Karthik,Anchor,Delhi Capitals,2010,0.89309504948207,Punjab Kings,2011,0.8393760043964651,-0.05371904508560488,0.7737106731511492,1.1852675647193975,Stable,False
KD Karthik,Anchor,Punjab Kings,2011,0.8393760043964651,Mumbai Indians,2012,0.47852140583316427,-0.3608545985633008,0.7783359279057045,0.8224997147222493,Stable,False
KD Karthik,Anchor,Mumbai Indians,2013,1.1145215340696186,Delhi Capitals,2014,0.7910675760767107,-0.3234539579929079,0.7233391811102918,0.9778624589877687,Stable,False
KD Karthik,Anchor,Gujarat Lions,2017,1.8792544179990553,Kolkata Knight Riders,2018,1.9258155661228986,0.046561148123843266,1.0604737894922027,0.835654447268101,Stable,False
KD Karthik,Death Specialist,Kolkata Knight Riders,2021,0.15243369954207472,Royal Challengers Bengaluru,2022,0.8442601931724695,0.6918264936303947,1.1629921003502353,1.5171567286586776,Stable,True
KH Pandya,Middle-Over Squeezer,Lucknow Super Giants,2024,1.0940164525263472,Royal Challengers Bengaluru,2025,0.5934781485820763,-0.5005383039442709,1.200295880613949,1.381430334012013,Stable,False
KK Ahmed,Middle-Over Squeezer,Delhi Capitals,2024,0.19009536418882453,Chennai Super Kings,2025,2.172196634389914,1.9821012702010894,1.200295880613949,2.1875864393228617,Adaptable,True
KK Nair,Death Specialist,Punjab Kings,2020,0.5828865664970461,Rajasthan Royals,2022,-1.292510336463079,-1.8753969029601252,1.1629921003502353,0.21540218153180024,Adaptable,False
KL Nagarkoti,Death Specialist,Kolkata Knight Riders,2021,1.97100194439268,Delhi Capitals,2022,2.5073370722081756,0.5363351278154955,1.1629921003502353,0.7390551911926461,Stable,False
KL Rahul,Anchor,Lucknow Super Giants,2024,0.6450704971030767,Delhi Capitals,2025,2.0498389485545307,1.404768451451454,0.8208687618887055,2.1589932265293603,Adaptable,True
KM Asif,Middle-Over Squeezer,Chennai Super Kings,2021,-0.19167000866079917,Rajasthan Royals,2023,0.5789112967684469,0.7705813054292461,1.3989386959834587,0.860159346294387,Stable,True
KM Jadhav,Death Specialist,Delhi Capitals,2010,0.3450984354445342,Kochi Tuskers Kerala,2011,-1.3771283333038298,-1.7222267687483641,1.1903010835643815,0.730453637482583,Adaptable,False
KM Jadhav,Death Specialist,Kochi Tuskers Kerala,2011,-1.3771283333038298,Delhi Capitals,2013,0.099921233448833,1.4770495667526629,1.2795370062652185,0.43902085719877126,Adaptable,True
KM Jadhav,Anchor,Chennai Super Kings,2020,1.2718816874986154,Sunrisers Hyderabad,2021,1.1194545389086257,-0.15242714858998974,0.8370311308788915,1.419340282490339,Stable,False
KM Jadhav,Anchor,Sunrisers Hyderabad,2021,1.1194545389086257,Royal Challengers Bengaluru,2023,1.7397623049230642,0.6203077660144385,0.7688734150033311,1.4116729264734227,Stable,False
KP Pietersen,Anchor,Royal Challengers Bengaluru,2010,2.163568606056552,Delhi Capitals,2012,1.7099808558066323,-0.45358775024991993,0.7783359279057045,1.6417188202426356,Stable,True
KV Sharma,Death Specialist,Mumbai Indians,2017,2.1759052179297695,Chennai Super Kings,2018,0.1443409812963473,-2.031564236633422,1.2677842702626976,0.8609042155494661,Adaptable,True
Kamran Khan,Death Specialist,Rajasthan Royals,2010,3.222609799051041,Pune Warriors,2011,3.2741876955412366,0.051577896490195396,1.1903010835643815,1.648885785777822,Stable,False
Kuldeep Yadav,Death Specialist,Kolkata Knight Riders,2020,0.9226025528058583,Delhi Capitals,2022,0.5901276413702616,-0.3324749114355967,1.1629921003502353,0.7390551911926461,Stable,True
L Balaji,Middle-Over Squeezer,Kolkata Knight Riders,2013,0.5612597336186304,Punjab Kings,2014,0.4212282650613129,-0.14003146855731746,0.8439624218059659,0.28025712281684556,Stable,True
L Ngidi,Death Specialist,Chennai Super Kings,2021,-0.5594931685372125,Royal Challengers Bengaluru,2025,-0.04904924044398439,0.5104439280932281,1.1237425393337022,0.2507595329385014,Stable,True
LA Pomersbach,Powerplay Aggressor,Punjab Kings,2009,0.27356241981527624,Royal Challengers Bengaluru,2011,0.527043706356776,0.25348128654149976,0.9995911517532282,0.4158329465992982,Stable,True
LA Pomersbach,Powerplay Aggressor,Royal Challengers Bengaluru,2011,0.527043706356776,Punjab Kings,2013,0.9833309182655612,0.4562872119087852,0.8175819915004204,0.8081225867684476,Stable,True
LR Shukla,Death Specialist,Kolkata Knight Riders,2013,2.5509406417161324,Delhi Capitals,2014,2.7190042028341375,0.16806356111800502,1.1350879016139053,1.6574578043938106,Stable,False
LRPL Taylor,Anchor,Royal Challengers Bengaluru,2010,0.8705096859967458,Rajasthan Royals,2011,0.8150779422956324,-0.05543174370111348,0.7737106731511492,0.9776124481119061,Stable,False
LRPL Taylor,Anchor,Rajasthan Royals,2011,0.8150779422956324,Delhi Capitals,2012,1.4694241646571626,0.6543462223615303,0.7783359279057045,1.6417188202426356,Stable,True
LRPL Taylor,Anchor,Delhi Capitals,2012,1.4694241646571626,Pune Warriors,2013,1.6958589441308103,0.22643477947364765,0.6683029293221584,1.72890013487427,Stable,True
LRPL Taylor,Anchor,Pune Warriors,2013,1.6958589441308103,Delhi Capitals,2014,0.44958545806187783,-1.2462734860689324,0.7233391811102918,0.9778624589877687,Adaptable,True
LS Livingstone,Powerplay Aggressor,Rajasthan Royals,2021,-0.1556872662016752,Punjab Kings,2022,1.8410643586592386,1.9967516248609138,0.8853818056430386,0.820187625406575,Adaptable,False
LS Livingstone,Death Specialist,Punjab Kings,2024,0.33614277244980145,Royal Challengers Bengaluru,2025,1.2255250787824878,0.8893823063326864,1.1237425393337022,0.2507595329385014,Stable,False
M Ashwin,Death Specialist,Mumbai Indians,2022,1.7830579538916302,Rajasthan Royals,2023,-0.17623449759669874,-1.959292451488329,0.9939108606197922,0.49251974176638924,Adaptable,True
M Kaif,Death Specialist,Punjab Kings,2010,-0.5577145598650792,Royal Challengers Bengaluru,2011,-0.26821500866646386,0.28949955119861537,1.1903010835643815,0.24523483823753522,Stable,True
M Kartik,Death Specialist,Pune Warriors,2012,-0.28426914239314544,Royal Challengers Bengaluru,2013,0.7700407878194955,1.0543099302126409,1.2795370062652185,1.0844919241075388,Stable,True
M Kartik,Death Specialist,Royal Challengers Bengaluru,2013,0.7700407878194955,Punjab Kings,2014,0.36767407035796446,-0.402366717461531,1.1350879016139053,0.48860348248744245,Stable,True
M Markande,Death Specialist,Mumbai Indians,2019,2.4891732487593305,Rajasthan Royals,2021,1.97100194439268,-0.5181713043666505,0.9751747362563874,1.009638297618685,Stable,True
M Markande,Death Specialist,Rajasthan Royals,2021,1.97100194439268,Mumbai Indians,2022,2.5073370722081756,0.5363351278154955,1.1629921003502353,1.004716277276404,Stable,False
M Morkel,Middle-Over Squeezer,Delhi Capitals,2013,0.1399936839599211,Kolkata Knight Riders,2014,0.012314972828049511,-0.12767871113187157,0.8439624218059659,0.07357827010309362,Stable,True
M Muralitharan,Middle-Over Squeezer,Kochi Tuskers Kerala,2011,-0.08348601758400591,Royal Challengers Bengaluru,2012,1.0087204046187486,1.0922064222027545,1.198262598756564,1.224674886476378,Stable,True
M Theekshana,Middle-Over Squeezer,Chennai Super Kings,2024,1.3239258401213854,Rajasthan Royals,2025,0.20018336790714125,-1.1237424722142442,1.200295880613949,-0.13279390336850797,Stable,True
M Vijay,Powerplay Aggressor,Chennai Super Kings,2013,0.6207853701951269,Delhi Capitals,2014,-0.1444531725682015,-0.7652385427633284,0.7766621442845983,0.3845518437023851,Stable,False
M Vijay,Powerplay Aggressor,Delhi Capitals,2014,-0.1444531725682015,Punjab Kings,2015,0.42833192175512536,0.5727850943233268,0.5405043552103314,0.540005279943803,Adaptable,True
M Vijay,Powerplay Aggressor,Punjab Kings,2016,0.7074195052244981,Chennai Super Kings,2018,0.18632650563040892,-0.5210929995940892,0.44629537274048015,0.2547960742593561,Adaptable,True
M Vohra,Powerplay Aggressor,Royal Challengers Bengaluru,2018,0.24342853969933784,Rajasthan Royals,2021,0.30030986680872535,0.05688132710938751,1.0432296969890416,0.20184155826448308,Stable,False
M Vohra,Powerplay Aggressor,Rajasthan Royals,2021,0.30030986680872535,Lucknow Super Giants,2022,1.196394416449074,0.8960845496403487,0.8853818056430386,0.35482302130141624,Adaptable,False
MA Agarwal,Powerplay Aggressor,Delhi Capitals,2016,0.2961377299312243,Rising Pune Supergiant,2017,-0.20458904476083362,-0.5007267746920578,0.5566253329225781,0.6057488115934231,Stable,False
MA Agarwal,Powerplay Aggressor,Rising Pune Supergiant,2017,-0.20458904476083362,Punjab Kings,2018,0.3922399012123039,0.5968289459731375,0.44629537274048015,0.5233264088486105,Adaptable,True
MA Agarwal,Powerplay Aggressor,Punjab Kings,2022,0.5074955592847823,Sunrisers Hyderabad,2023,0.2979294026683337,-0.20956615661644862,0.8676617843262627,0.3288656205249437,Stable,True
MA Starc,Middle-Over Squeezer,Kolkata Knight Riders,2024,0.06660887671102089,Delhi Capitals,2025,0.9092218457436438,0.842612969032623,1.200295880613949,0.3679469363238137,Stable,False
MA Wood,Middle-Over Squeezer,Chennai Super Kings,2018,1.0809006975585478,Lucknow Super Giants,2023,2.4715452300488905,1.3906445324903427,1.3989386959834587,0.9881265363082462,Stable,False
MC Henriques,Middle-Over Squeezer,Delhi Capitals,2010,0.5582356872791602,Royal Challengers Bengaluru,2013,-1.9388626915297948,-2.497098378808955,1.4610915065970356,0.4244066270132833,Adaptable,False
MC Henriques,Middle-Over Squeezer,Royal Challengers Bengaluru,2013,-1.9388626915297948,Sunrisers Hyderabad,2014,0.8584820824988617,2.7973447740286566,0.8439624218059659,0.4217506710558616,Adaptable,True
MJ Guptill,Powerplay Aggressor,Mumbai Indians,2016,-0.2678511622008955,Punjab Kings,2017,0.8001437852662304,1.067994947467126,0.5566253329225781,0.6941298566094449,Adaptable,True
MJ Guptill,Powerplay Aggressor,Punjab Kings,2017,0.8001437852662304,Sunrisers Hyderabad,2019,0.9706936931094213,0.1705499078431909,1.2077052479228771,1.027237869536696,Stable,True
MJ Henry,Middle-Over Squeezer,Punjab Kings,2017,3.6014404966445013,Lucknow Super Giants,2024,0.5605548266222354,-3.040885670022266,1.4936126135837626,1.6203713050694912,Adaptable,True
MJ Lumb,Powerplay Aggressor,Rajasthan Royals,2010,1.0483949736354006,Deccan Chargers,2011,-1.8379116501666528,-2.8863066238020534,0.9995911517532282,-0.09515855130960049,Adaptable,False
MK Pandey,Anchor,Pune Warriors,2013,0.5295002353490623,Kolkata Knight Riders,2014,1.1484228531159428,0.6189226177668805,0.7233391811102918,1.2340532348564563,Stable,True
MK Pandey,Anchor,Kolkata Knight Riders,2017,2.834066573495295,Sunrisers Hyderabad,2018,0.6887576899410155,-2.1453088835542795,1.0604737894922027,1.08423850483809,Adaptable,True
MK Pandey,Anchor,Delhi Capitals,2023,0.9827480937666511,Kolkata Knight Riders,2024,3.416831475479829,2.4340833817131777,0.8222307183833092,1.9311806060949737,Adaptable,False
MK Tiwary,Anchor,Delhi Capitals,2015,1.4089372487903513,Rising Pune Supergiant,2017,0.2892033042150697,-1.1197339445752816,0.9550964636345142,1.01495260980511,Adaptable,False
MK Tiwary,Anchor,Rising Pune Supergiant,2017,0.2892033042150697,Punjab Kings,2018,0.8339356053410982,0.5447323011260286,1.0604737894922027,1.3241321744052899,Stable,True
MP Stoinis,Death Specialist,Delhi Capitals,2021,0.8875245480417553,Lucknow Super Giants,2022,0.11787389738077193,-0.7696506506609834,1.1629921003502353,0.3750862150481389,Stable,True
MR Marsh,Middle-Over Squeezer,Pune Warriors,2013,0.2781055850818716,Rising Pune Supergiant,2016,0.7607026433940285,0.4825970583121569,1.3110164993660076,1.5471693411200809,Stable,True
MR Marsh,Middle-Over Squeezer,Rising Pune Supergiant,2016,0.7607026433940285,Sunrisers Hyderabad,2020,5.242797226971024,4.482094583576995,1.7015359340307288,2.337644416052312,Adaptable,False
MS Bisla,Powerplay Aggressor,Punjab Kings,2010,0.5528511425923519,Kolkata Knight Riders,2011,-0.038489096290130725,-0.5913402388824827,0.9995911517532282,0.7906279516675851,Stable,False
MS Bisla,Powerplay Aggressor,Kolkata Knight Riders,2014,-1.0201582329839531,Royal Challengers Bengaluru,2015,0.6185690152736029,1.6387272482575561,0.5405043552103314,0.5165965903313908,Adaptable,True
MS Dhoni,Anchor,Rising Pune Supergiant,2017,0.9186770196245988,Chennai Super Kings,2018,1.5228486770244323,0.6041716573998335,1.0604737894922027,1.940802129739679,Stable,True
MS Gony,Death Specialist,Punjab Kings,2013,0.11223093187569268,Gujarat Lions,2017,2.1759052179297695,2.0636742860540767,1.1256175985686103,0.9066850076366737,Adaptable,False
MV Boucher,Death Specialist,Royal Challengers Bengaluru,2010,-0.09627680670683254,Kolkata Knight Riders,2011,-0.21870994953086728,-0.12243314282403474,1.1903010835643815,0.47397923334895753,Stable,False
Mandeep Singh,Powerplay Aggressor,Punjab Kings,2014,0.06436880337709316,Royal Challengers Bengaluru,2015,0.7887481615347773,0.7243793581576842,0.5405043552103314,0.5165965903313908,Adaptable,True
Mandeep Singh,Powerplay Aggressor,Punjab Kings,2021,0.2919344092636363,Delhi Capitals,2022,-0.3495197927973732,-0.6414542020610094,0.8853818056430386,0.26194624578032155,Stable,False
Mandeep Singh,Powerplay Aggressor,Delhi Capitals,2022,-0.3495197927973732,Kolkata Knight Riders,2023,-0.9317130454670631,-0.5821932526696899,0.8676617843262627,-0.0229701447868765,Stable,False
Mohammad Nabi,Death Specialist,Sunrisers Hyderabad,2021,1.2808669135936184,Mumbai Indians,2024,0.35069518745050365,-0.9301717261431147,1.192730667767415,0.4621606788868729,Stable,True
Mohammed Shami,Death Specialist,Delhi Capitals,2018,-0.550525048012412,Punjab Kings,2019,0.09263310691097404,0.643158154923386,1.0948862151118541,0.4419167881352611,Stable,True
Mohammed Shami,Death Specialist,Punjab Kings,2021,-0.2098247529323544,Gujarat Titans,2022,-0.11386354646122668,0.09596120647112771,1.1629921003502353,0.6443393932791499,Stable,True
Mohammed Shami,Middle-Over Squeezer,Gujarat Titans,2023,0.5127352851152845,Sunrisers Hyderabad,2025,-1.1957361353334732,-1.7084714204487579,1.200295880613949,0.09507987105396647,Adaptable,False
Mohammed Siraj,Middle-Over Squeezer,Sunrisers Hyderabad,2017,1.1906255968500294,Royal Challengers Bengaluru,2018,0.7743791003148045,-0.41624649653522494,1.4113279201609845,0.3829245415099962,Stable,True
Mohammed Siraj,Death Specialist,Royal Challengers Bengaluru,2024,0.42358621950498876,Gujarat Titans,2025,-0.1277770791487609,-0.5513632986537497,1.1237425393337022,0.6403113011515239,Stable,False
Mustafizur Rahman,Death Specialist,Sunrisers Hyderabad,2017,0.780203982040686,Mumbai Indians,2018,-0.0001609958655104862,-0.7803649779061964,1.2677842702626976,0.8953107452893567,Stable,False
Mustafizur Rahman,Middle-Over Squeezer,Rajasthan Royals,2021,0.23236087404340527,Delhi Capitals,2022,1.2992637800279148,1.0669029059845094,1.0812241852825197,0.5281705711629963,Stable,False
N Rana,Anchor,Mumbai Indians,2017,1.4772030798246818,Kolkata Knight Riders,2018,0.6640176822638985,-0.8131853975607833,1.0604737894922027,0.835654447268101,Stable,True
N Wadhera,Anchor,Mumbai Indians,2024,0.9048741984207558,Punjab Kings,2025,2.6954099035450336,1.7905357051242778,0.8208687618887055,1.8898950254970295,Adaptable,True
ND Doshi,Death Specialist,Royal Challengers Bengaluru,2010,2.880239737398402,Rajasthan Royals,2011,-0.3133613127967254,-3.1936010501951273,1.1903010835643815,0.6417579338854733,Adaptable,True
NLTC Perera,Middle-Over Squeezer,Mumbai Indians,2012,-0.9933274092918042,Sunrisers Hyderabad,2013,0.47196964700618665,1.4652970562979908,1.4610915065970356,0.5693417305320002,Adaptable,True
NLTC Perera,Middle-Over Squeezer,Sunrisers Hyderabad,2013,0.47196964700618665,Punjab Kings,2015,-0.111634543577281,-0.5836041905834677,0.8373206168403796,0.00620955504602531,Stable,True
NM Coulter-Nile,Middle-Over Squeezer,Delhi Capitals,2016,0.7607026433940285,Kolkata Knight Riders,2017,1.153421663211226,0.3927190198171975,1.2910329372059233,0.855955462740939,Stable,False
NM Coulter-Nile,Middle-Over Squeezer,Kolkata Knight Riders,2017,1.153421663211226,Mumbai Indians,2020,0.8705403095115521,-0.2828813536996738,1.7015359340307288,1.1727891305101708,Stable,False
NM Coulter-Nile,Middle-Over Squeezer,Mumbai Indians,2021,1.1712864000312853,Rajasthan Royals,2022,-2.1351759109900654,-3.3064623110213507,1.0812241852825197,-0.20630216876940424,Adaptable,False
NT Ellis,Middle-Over Squeezer,Punjab Kings,2024,3.030284576178308,Chennai Super Kings,2025,3.856163019251608,0.8258784430732997,1.200295880613949,2.1875864393228617,Stable,False
NV Ojha,Death Specialist,Rajasthan Royals,2010,0.5603846112491346,Delhi Capitals,2011,0.8365294688857992,0.2761448576366645,1.1903010835643815,0.660982103773678,Stable,False
NV Ojha,Anchor,Delhi Capitals,2013,-0.8026025183195333,Sunrisers Hyderabad,2014,0.7850075544939635,1.5876100728134968,0.7233391811102918,1.1454079693385795,Adaptable,True
NV Ojha,Death Specialist,Sunrisers Hyderabad,2017,-0.5590958105210965,Delhi Capitals,2018,-1.822463691508049,-1.2633678809869524,1.2677842702626976,0.43142655501505683,Stable,False
Navdeep Saini,Death Specialist,Royal Challengers Bengaluru,2021,1.97100194439268,Rajasthan Royals,2022,1.3002052083472668,-0.6707967360454132,1.1629921003502353,0.21540218153180024,Stable,True
Noor Ahmad,Middle-Over Squeezer,Gujarat Titans,2024,0.4502318733425732,Chennai Super Kings,2025,0.5006123552992622,0.05038048195668898,1.200295880613949,2.1875864393228617,Stable,True
P Dogra,Death Specialist,Punjab Kings,2012,-1.1168361235328457,Kolkata Knight Riders,2013,-1.2772956752626894,-0.16045955172984372,1.2795370062652185,0.8726151090639807,Stable,False
P Kumar,Middle-Over Squeezer,Royal Challengers Bengaluru,2010,0.1194059727637083,Punjab Kings,2011,-0.9589049543052595,-1.0783109270689677,1.4532054773986787,-0.26146700047802407,Stable,False
P Kumar,Middle-Over Squeezer,Sunrisers Hyderabad,2015,0.37936820376566754,Gujarat Lions,2016,3.637713012619895,3.2583448088542277,1.3110164993660076,1.1035715563458155,Adaptable,False
P Negi,Death Specialist,Delhi Capitals,2013,0.5293786454010311,Chennai Super Kings,2014,0.661590336917486,0.13221169151645495,1.1350879016139053,1.3382811310466547,Stable,True
PA Patel,Powerplay Aggressor,Kochi Tuskers Kerala,2011,0.39060397424965526,Deccan Chargers,2012,0.5728670119035458,0.18226303765389057,0.7576166990013617,0.5850064729552793,Stable,True
PA Patel,Death Specialist,Sunrisers Hyderabad,2013,1.083647596814206,Royal Challengers Bengaluru,2014,1.5374368145539792,0.4537892177397731,1.1350879016139053,1.580072382328532,Stable,True
PA Patel,Powerplay Aggressor,Mumbai Indians,2017,0.7557211991415395,Royal Challengers Bengaluru,2018,0.8115205709491934,0.05579937180765393,0.44629537274048015,0.4924552585140086,Stable,False
PD Salt,Powerplay Aggressor,Delhi Capitals,2023,0.6998846168754004,Kolkata Knight Riders,2024,1.1158852515194853,0.4160006346440849,0.9372180975229045,0.5911305718856783,Stable,False
PD Salt,Powerplay Aggressor,Kolkata Knight Riders,2024,1.1158852515194853,Royal Challengers Bengaluru,2025,0.8714857280255521,-0.24439952349393312,1.045410959606985,0.09330914643073762,Stable,True
PJ Cummins,Middle-Over Squeezer,Kolkata Knight Riders,2015,1.859597074431911,Delhi Capitals,2017,0.26796804260770096,-1.5916290318242101,1.2910329372059233,0.18007374938602733,Adaptable,True
PJ Cummins,Middle-Over Squeezer,Kolkata Knight Riders,2022,0.36259840975028385,Sunrisers Hyderabad,2024,0.7538380244135803,0.39123961466329643,1.4936126135837626,-0.0009092291841135913,Stable,False
PJ Sangwan,Death Specialist,Kolkata Knight Riders,2013,2.5509406417161324,Gujarat Lions,2016,2.505375260478671,-0.045565381237461455,1.0293195393612475,0.8203575535608533,Stable,True
PK Garg,Powerplay Aggressor,Sunrisers Hyderabad,2022,0.33352849379854665,Delhi Capitals,2023,-0.5893186591823885,-0.9228471529809351,0.8676617843262627,-0.24220183806549328,Adaptable,True
PP Chawla,Death Specialist,Kolkata Knight Riders,2019,-0.2881256072144662,Chennai Super Kings,2020,0.07109347909308805,0.3592190863075542,1.1685464989120908,0.7199007013345933,Stable,True
PP Chawla,Death Specialist,Chennai Super Kings,2020,0.07109347909308805,Mumbai Indians,2021,1.97100194439268,1.8999084652995921,0.9751747362563874,0.9869907617705831,Adaptable,False
PP Ojha,Middle-Over Squeezer,Deccan Chargers,2011,0.48686335496627897,Mumbai Indians,2012,0.5445187066565577,0.05765535169027869,1.198262598756564,1.194956592917296,Stable,True
PV Tambe,Middle-Over Squeezer,Rajasthan Royals,2015,0.666689051628729,Gujarat Lions,2016,-0.47801015446710887,-1.1446992060958379,1.3110164993660076,1.1035715563458155,Stable,False
PVD Chameera,Middle-Over Squeezer,Lucknow Super Giants,2022,0.17526533569475775,Kolkata Knight Riders,2024,4.512122425911952,4.336857090217194,1.4936126135837626,1.6884627904531608,Adaptable,False
Pankaj Singh,Middle-Over Squeezer,Rajasthan Royals,2008,-1.4846568855139777,Royal Challengers Bengaluru,2009,4.093318788188783,5.577975673702761,1.7033856820754156,0.8890168588556189,Adaptable,False
Parvez Rasool,Death Specialist,Pune Warriors,2013,2.5509406417161324,Sunrisers Hyderabad,2014,2.7190042028341375,0.16806356111800502,1.1350879016139053,1.08263808768847,Stable,False
Parvez Rasool,Death Specialist,Sunrisers Hyderabad,2015,2.3831776507891598,Royal Challengers Bengaluru,2016,2.505375260478671,0.12219760968951121,1.0293195393612475,0.5275459593144111,Stable,False
Q de Kock,Powerplay Aggressor,Sunrisers Hyderabad,2013,-0.9447522237453827,Delhi Capitals,2014,0.5000657518977915,1.4448179756431743,0.7766621442845983,0.3845518437023851,Adaptable,True
Q de Kock,Powerplay Aggressor,Royal Challengers Bengaluru,2018,0.21621168233938082,Mumbai Indians,2019,0.5418779930989176,0.3256663107595368,1.2077052479228771,0.25746790202431497,Stable,False
R Ashwin,Middle-Over Squeezer,Rising Pune Supergiant,2016,0.636387380526244,Punjab Kings,2018,0.345248864173564,-0.29113851635268,1.4113279201609845,0.2758982936596463,Stable,True
R Ashwin,Death Specialist,Punjab Kings,2019,1.1341201779011476,Delhi Capitals,2020,1.0290411870199547,-0.10507899088119288,1.1685464989120908,0.4582251891993877,Stable,True
R Ashwin,Middle-Over Squeezer,Delhi Capitals,2021,0.35224395082888665,Rajasthan Royals,2022,0.5153877963913158,0.16314384556242917,1.0812241852825197,-0.20630216876940424,Stable,False
R Ashwin,Middle-Over Squeezer,Rajasthan Royals,2024,0.8008528563087725,Chennai Super Kings,2025,0.7889385325392372,-0.011914323769535273,1.200295880613949,2.1875864393228617,Stable,False
R Dravid,Anchor,Royal Challengers Bengaluru,2010,0.4463577015288053,Rajasthan Royals,2011,0.19568171443814042,-0.25067598709066485,0.7737106731511492,0.9776124481119061,Stable,False
R Powell,Death Specialist,Rajasthan Royals,2024,0.2871823681204525,Kolkata Knight Riders,2025,-0.8056328008618059,-1.0928151689822583,1.1237425393337022,0.6508637956628871,Stable,False
R Sathish,Death Specialist,Mumbai Indians,2011,-0.5704564223364228,Punjab Kings,2013,0.24982239358069974,0.8202788159171226,1.2795370062652185,1.0254548339317189,Stable,True
R Shepherd,Death Specialist,Mumbai Indians,2024,-1.2043134963785127,Royal Challengers Bengaluru,2025,-0.39020320816468207,0.8141102882138307,1.1237425393337022,0.2507595329385014,Stable,True
R Shukla,Death Specialist,Mumbai Indians,2012,2.795633699196913,Rajasthan Royals,2013,0.24058407449887378,-2.555049624698039,1.2795370062652185,0.605028082795656,Adaptable,True
R Tewatia,Death Specialist,Rajasthan Royals,2015,2.3831776507891598,Punjab Kings,2017,2.1759052179297695,-0.20727243285939023,1.1256175985686103,0.4426286368187538,Stable,True
R Tewatia,Death Specialist,Punjab Kings,2017,2.1759052179297695,Delhi Capitals,2018,0.6500979013628492,-1.5258073165669204,1.2677842702626976,0.43142655501505683,Adaptable,True
R Tewatia,Death Specialist,Rajasthan Royals,2021,0.8207768930609106,Gujarat Titans,2022,0.48759944208731293,-0.3331774509735977,1.1629921003502353,0.6443393932791499,Stable,True
R Vinay Kumar,Middle-Over Squeezer,Royal Challengers Bengaluru,2010,-0.3710507669888554,Kochi Tuskers Kerala,2011,0.17311616324281132,0.5441669302316667,1.4532054773986787,0.47725631441730026,Stable,True
R Vinay Kumar,Middle-Over Squeezer,Royal Challengers Bengaluru,2013,-0.09353423487262387,Kolkata Knight Riders,2014,-0.30752809733460235,-0.2139938624619785,0.8439624218059659,0.07357827010309362,Stable,False
R Vinay Kumar,Middle-Over Squeezer,Kolkata Knight Riders,2014,-0.30752809733460235,Mumbai Indians,2015,0.7123194131567196,1.019847510491322,0.8373206168403796,0.7303709847502105,Adaptable,True
RA Jadeja,Death Specialist,Kochi Tuskers Kerala,2011,0.7955174715986446,Chennai Super Kings,2012,0.46004071099111876,-0.33547676060752585,1.319884648203072,0.8017670215458048,Stable,False
RA Jadeja,Middle-Over Squeezer,Chennai Super Kings,2015,0.46498422903765246,Gujarat Lions,2016,0.10351753367238405,-0.36146669536526843,1.3110164993660076,1.1035715563458155,Stable,False
RA Jadeja,Middle-Over Squeezer,Gujarat Lions,2017,-0.5464598865035627,Chennai Super Kings,2018,0.8222730998841393,1.368732986387702,1.4113279201609845,0.8213361190925648,Stable,True
RA Tripathi,Powerplay Aggressor,Rising Pune Supergiant,2017,1.014319157933026,Rajasthan Royals,2018,0.7012126433366824,-0.31310651459634353,0.44629537274048015,0.5395001312072553,Stable,True
RA Tripathi,Powerplay Aggressor,Rajasthan Royals,2019,0.4815949232957273,Kolkata Knight Riders,2020,0.5458988878007826,0.06430396450505527,0.7393470022780508,-0.1270268240182816,Stable,False
RA Tripathi,Powerplay Aggressor,Sunrisers Hyderabad,2024,0.6849138074015476,Chennai Super Kings,2025,-0.0671442041804495,-0.7520580115819971,1.045410959606985,0.5768198463402145,Stable,False
RD Chahar,Death Specialist,Rising Pune Supergiant,2017,1.943288345281589,Mumbai Indians,2019,1.7500533919275945,-0.19323495335399454,1.0948862151118541,1.388323831438635,Stable,True
RD Chahar,Death Specialist,Punjab Kings,2024,0.3182991732040659,Sunrisers Hyderabad,2025,2.3390285336008994,2.0207293603968335,1.1237425393337022,0.3890516934804978,Adaptable,False
RE van der Merwe,Death Specialist,Royal Challengers Bengaluru,2010,3.222609799051041,Delhi Capitals,2011,1.1216582905384593,-2.1009515085125816,1.1903010835643815,0.660982103773678,Adaptable,True
RG Sharma,Anchor,Deccan Chargers,2010,0.6626564053108682,Mumbai Indians,2011,1.5599452664231763,0.8972888611123081,0.7737106731511492,1.2677122060040982,Adaptable,True
RJW Topley,Death Specialist,Royal Challengers Bengaluru,2024,-0.5823100228469063,Mumbai Indians,2025,2.3390285336008994,2.9213385564478056,1.1237425393337022,0.9086244440188453,Adaptable,True
RP Singh,Death Specialist,Kochi Tuskers Kerala,2011,0.7629033897046632,Mumbai Indians,2012,-0.14738457165580943,-0.9102879613604726,1.319884648203072,0.7013185809314697,Stable,False
