season,team,player,archetype,archetype_score,league_median_score,score_gap,weight_share,projected_quality_shift,slope,p_value,replacement_delta_win_pct,discipline,key_stat,key_stat_actual,key_stat_median,key_stat_deficit
2016,Punjab Kings,R Dhawan,Middle-Over Squeezer,-0.0384669036131568,0.3523357869562911,0.390802690569448,0.0666666666666666,0.0260535127046298,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.7,7.1,0.6
2018,Sunrisers Hyderabad,B Kumar,Death Specialist,-0.3069498089168397,0.280022661459558,0.5869724703763978,0.2,0.1173944940752795,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.2,8.6,1.6
2018,Rajasthan Royals,B Laughlin,Middle-Over Squeezer,-0.3431820745008972,0.6017590429196439,0.9449411174205412,0.1944444444444444,0.1837385506095496,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.1,7.6,1.4
2018,Punjab Kings,BB Sran,Death Specialist,-0.607069299945313,0.280022661459558,0.887091961404871,0.1016949152542373,0.0902127418377835,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.1,8.6,2.6
2017,Punjab Kings,MM Sharma,Death Specialist,-0.0888175421921394,0.5018143908906135,0.590631933082753,0.1555555555555555,0.0918760784795393,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.7,8.5,1.2
2017,Punjab Kings,MP Stoinis,Middle-Over Squeezer,-0.2826501752465925,0.4434139612412168,0.7260641364878093,0.7142857142857143,0.5186172403484353,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.3,7.0,1.3
2017,Gujarat Lions,PJ Sangwan,Death Specialist,-0.4991888175243074,0.5018143908906135,1.001003208414921,0.15625,0.1564067513148314,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.5,8.5,3.0
2017,Kolkata Knight Riders,PP Chawla,Death Specialist,-0.3828803812002171,0.5018143908906135,0.8846947720908307,0.1463414634146341,0.1294675276230484,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.0,8.5,2.5
2017,Gujarat Lions,RA Jadeja,Middle-Over Squeezer,-0.5464598865035627,0.4434139612412168,0.9898738477447796,0.2608695652173913,0.2582279602812468,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.8,7.0,1.8
2017,Mumbai Indians,SL Malinga,Middle-Over Squeezer,-0.1821995544218224,0.4434139612412168,0.6256135156630391,0.3333333333333333,0.2085378385543463,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.1,7.0,1.1
2018,Punjab Kings,AS Rajpoot,Middle-Over Squeezer,-0.6722050828064745,0.6017590429196439,1.2739641257261185,0.1904761904761904,0.2426598334716415,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.7,7.6,2.0
2017,Punjab Kings,Sandeep Sharma,Death Specialist,-0.3330339084898928,0.5018143908906135,0.8348482993805064,0.1444444444444444,0.1205891987994064,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.8,8.5,2.3
2016,Gujarat Lions,SB Jakati,Middle-Over Squeezer,-0.1024004673737314,0.3523357869562911,0.4547362543300226,0.0895522388059701,0.0407226496414945,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,7.1,0.7
2016,Royal Challengers Bengaluru,D Wiese,Death Specialist,-0.6385306036640319,0.3395734429581422,0.978104046622174,0.0175438596491228,0.0171597201161784,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,12.0,8.9,3.1
2016,Royal Challengers Bengaluru,HV Patel,Death Specialist,-0.5337337415259417,0.3395734429581422,0.8733071844840838,0.087719298245614,0.0766058933757968,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.6,8.9,2.7
2016,Mumbai Indians,Harbhajan Singh,Middle-Over Squeezer,-0.0955504426850984,0.3523357869562911,0.4478862296413896,0.2745098039215686,0.1229491610780285,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,7.1,0.7
2016,Rising Pune Supergiant,I Sharma,Middle-Over Squeezer,-0.1983008130145937,0.3523357869562911,0.5506365999708849,0.0754716981132075,0.0415574792430856,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.0,7.1,0.9
2016,Royal Challengers Bengaluru,Iqbal Abdulla,Middle-Over Squeezer,-0.1083942389762854,0.3523357869562911,0.4607300259325765,0.1454545454545454,0.0670152764992838,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,7.1,0.8
2016,Gujarat Lions,JP Faulkner,Death Specialist,-0.3765384483188066,0.3395734429581422,0.7161118912769489,0.2258064516129032,0.1617026851270529,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.0,8.9,2.1
2016,Punjab Kings,KJ Abbott,Death Specialist,-0.9660207978455636,0.3395734429581422,1.3055942408037056,0.0757575757575757,0.0989086546063413,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,13.2,8.9,4.3
2018,Royal Challengers Bengaluru,C de Grandhomme,Middle-Over Squeezer,0.125968029222271,0.6017590429196439,0.4757910136973728,0.1304347826086956,0.0620596974387877,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.2,7.6,0.6
2015,Punjab Kings,R Dhawan,Middle-Over Squeezer,-0.2859611492515635,0.3565888396119768,0.6425499888635404,0.1041666666666666,0.0669322905066188,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.6,7.2,1.4
2015,Chennai Super Kings,RG More,Death Specialist,0.1628437115414841,0.8709309774233549,0.7080872658818708,0.0384615384615384,0.0272341256108411,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.2,8.4,0.7
2015,Punjab Kings,Shivam Sharma,Death Specialist,-0.5203359620731854,0.8709309774233549,1.3912669394965405,0.0277777777777777,0.0386463038749039,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,12.0,8.4,3.6
2015,Kolkata Knight Riders,UT Yadav,Death Specialist,-0.0686782889612649,0.8709309774233549,0.9396092663846198,0.3333333333333333,0.3132030887948732,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.1,8.4,1.7
2015,Royal Challengers Bengaluru,YS Chahal,Middle-Over Squeezer,0.0241858844792179,0.3565888396119768,0.3324029551327589,0.3783783783783784,0.1257740911313142,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.9,7.2,0.7
2016,Kolkata Knight Riders,AD Russell,Middle-Over Squeezer,-0.0784253809635159,0.3523357869562911,0.4307611679198071,0.2790697674418604,0.1202124189543647,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,7.1,0.7
2016,Punjab Kings,AR Patel,Middle-Over Squeezer,-0.0484565229507465,0.3523357869562911,0.4007923099070377,0.4666666666666667,0.1870364112899509,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.7,7.1,0.6
2016,Kolkata Knight Riders,AS Rajpoot,Death Specialist,-0.245542370646194,0.3395734429581422,0.5851158136043362,0.0909090909090909,0.0531923466913032,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.5,8.9,1.6
2018,Mumbai Indians,BCJ Cutting,Middle-Over Squeezer,-0.0978141718423925,0.6017590429196439,0.6995732147620364,0.1451612903225806,0.101550950529973,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.6,7.6,1.0
2018,Sunrisers Hyderabad,Basil Thampi,Death Specialist,-0.4301988798991988,0.280022661459558,0.7102215413587569,0.0666666666666666,0.0473481027572504,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.6,8.6,2.0
2016,Sunrisers Hyderabad,KV Sharma,Middle-Over Squeezer,-1.0933707056626414,0.3523357869562911,1.4457064926189325,0.5,0.7228532463094662,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.9,7.1,2.8
2012,Royal Challengers Bengaluru,R Vinay Kumar,Death Specialist,-0.5090795687865804,0.4857065680043692,0.9947861367909496,0.1627906976744186,0.1619419292450383,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.7,8.1,2.6
2012,Mumbai Indians,RP Singh,Death Specialist,-0.1473845716558094,0.4857065680043692,0.6330911396601786,0.3793103448275862,0.2401380184917918,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.6,8.1,1.4
2012,Chennai Super Kings,BW Hilfenhaus,Middle-Over Squeezer,-0.2718687376123259,0.323334666523244,0.5952034041355699,0.173076923076923,0.1030159737926948,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.7,6.6,1.1
2012,Delhi Capitals,DAJ Bracewell,Middle-Over Squeezer,-0.1816864036523909,0.323334666523244,0.505021070175635,0.0222222222222222,0.0112226904483474,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.5,6.6,0.9
2012,Chennai Super Kings,DJ Bravo,Middle-Over Squeezer,0.0570315391827307,0.323334666523244,0.2663031273405133,0.3461538461538461,0.0921818517717161,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.1,6.6,0.4
2012,Royal Challengers Bengaluru,HV Patel,Middle-Over Squeezer,-0.2783103328951783,0.323334666523244,0.6016449994184224,0.3548387096774194,0.2134869352775047,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.7,6.6,1.1
2012,Mumbai Indians,Harbhajan Singh,Middle-Over Squeezer,-0.1816864036523909,0.323334666523244,0.505021070175635,0.265625,0.134146221765403,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.5,6.6,0.9
2012,Delhi Capitals,IK Pathan,Middle-Over Squeezer,-0.2283324384592538,0.323334666523244,0.5516671049824978,0.3777777777777777,0.208407572993388,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.6,6.6,1.0
2012,Kolkata Knight Riders,JD Unadkat,Death Specialist,-0.5922594265521512,0.4857065680043692,1.0779659945565203,0.0169491525423728,0.0182706100772291,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.0,8.1,2.9
2015,Punjab Kings,NLTC Perera,Middle-Over Squeezer,-0.111634543577281,0.3565888396119768,0.4682233831892578,0.0416666666666666,0.0195093076328857,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.2,7.2,1.0
2011,Royal Challengers Bengaluru,S Aravind,Death Specialist,-0.2155190671147807,0.3862107438291773,0.601729810943958,0.1969696969696969,0.1185225385192644,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.7,8.3,1.4
2011,Kolkata Knight Riders,S Ladda,Middle-Over Squeezer,-1.0727060190323146,0.5171564511669144,1.589862470199229,0.0952380952380952,0.1514154733523075,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.3,6.5,2.8
2011,Chennai Super Kings,TG Southee,Death Specialist,-0.4158627130349531,0.3862107438291773,0.8020734568641305,0.0694444444444444,0.0556995456155646,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.3,8.3,2.0
2012,Rajasthan Royals,AA Chavan,Middle-Over Squeezer,-1.2846857190085166,0.323334666523244,1.6080203855317603,0.1632653061224489,0.2625339404949813,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.5,6.6,2.9
2012,Delhi Capitals,AB Agarkar,Death Specialist,-0.5042622025067208,0.4857065680043692,0.98996877051109,0.056338028169014,0.055772888479498,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.7,8.1,2.6
2012,Delhi Capitals,AD Russell,Death Specialist,-1.208239994870163,0.4857065680043692,1.6939465628745325,0.056338028169014,0.0954336091760299,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,13.0,8.1,4.9
2012,Deccan Chargers,Ankit Sharma,Middle-Over Squeezer,-0.5998044974666344,0.323334666523244,0.9231391639898784,0.1836734693877551,0.1695561729777328,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.3,6.6,1.7
2012,Punjab Kings,BA Bhatt,Middle-Over Squeezer,-0.3319902935856155,0.323334666523244,0.6553249601088595,0.0943396226415094,0.061823109444232,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,6.6,1.2
2011,Pune Warriors,M Kartik,Middle-Over Squeezer,-0.2988587788883422,0.5171564511669144,0.8160152300552567,0.1538461538461538,0.1255408046238856,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.9,6.5,1.4
2011,Kochi Tuskers Kerala,M Muralitharan,Middle-Over Squeezer,-0.0834860175840059,0.5171564511669144,0.6006424687509203,0.1020408163265306,0.0612900478317265,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.5,6.5,1.0
2012,Punjab Kings,JP Faulkner,Death Specialist,-0.2072715713533939,0.4857065680043692,0.6929781393577632,0.04,0.0277191255743105,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.8,8.1,1.6
2010,Delhi Capitals,MF Maharoof,Death Specialist,-0.029905786649032,0.7326457143045737,0.7625515009536057,0.1842105263157894,0.1404700133335589,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.5,7.3,2.2
2010,Delhi Capitals,PJ Sangwan,Middle-Over Squeezer,-0.2161696912775196,0.146832829920924,0.3630025211984437,0.2222222222222222,0.0806672269329874,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,7.0,0.8
2010,Royal Challengers Bengaluru,Pankaj Singh,Death Specialist,-0.8858309407806302,0.7326457143045737,1.618476655085204,0.0444444444444444,0.0719322957815646,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,12.0,7.3,4.7
2010,Royal Challengers Bengaluru,R Vinay Kumar,Middle-Over Squeezer,-0.3710507669888554,0.146832829920924,0.5178835969097795,0.3181818181818182,0.1647811444712934,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.1,7.0,1.1
2010,Deccan Chargers,RJ Harris,Middle-Over Squeezer,-0.3194237417517436,0.146832829920924,0.4662565716726676,0.1509433962264151,0.0703783504411573,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.0,7.0,1.0
2010,Delhi Capitals,S Ladda,Middle-Over Squeezer,-0.3742774560661751,0.146832829920924,0.5211102859870991,0.1388888888888889,0.0723764286093193,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.1,7.0,1.1
2010,Rajasthan Royals,S Narwal,Middle-Over Squeezer,-1.3566576124246297,0.146832829920924,1.5034904423455535,0.1219512195121951,0.1833524929689699,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,10.4,7.0,3.4
2010,Kolkata Knight Riders,AB Agarkar,Death Specialist,0.0556867287641278,0.7326457143045737,0.6769589855404459,0.1590909090909091,0.1076980204268891,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.2,7.3,2.0
2010,Delhi Capitals,AB McDonald,Middle-Over Squeezer,-0.4657003132568945,0.146832829920924,0.6125331431778185,0.1111111111111111,0.0680592381308687,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.3,7.0,1.3
2012,Pune Warriors,R Sharma,Middle-Over Squeezer,-0.0568185566309427,0.323334666523244,0.3801532231541867,0.3793103448275862,0.1441960501619329,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.3,6.6,0.7
2010,Punjab Kings,B Lee,Middle-Over Squeezer,-0.7582534562671955,0.146832829920924,0.9050862861881196,0.1379310344827586,0.1248394877500854,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.0,7.0,2.0
2010,Mumbai Indians,DJ Bravo,Death Specialist,-0.2371297713335246,0.7326457143045737,0.9697754856380983,0.1785714285714285,0.1731741938639461,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.1,7.3,2.8
2010,Kolkata Knight Riders,I Sharma,Middle-Over Squeezer,-0.3194237417517436,0.146832829920924,0.4662565716726676,0.2058823529411764,0.0959940000502551,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.0,7.0,1.0
2010,Deccan Chargers,Jaskaran Singh,Middle-Over Squeezer,-1.1970831707826477,0.146832829920924,1.3439160007035715,0.1132075471698113,0.1521414340419137,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,10.0,7.0,3.0
2010,Chennai Super Kings,Joginder Sharma,Death Specialist,-0.2010908174753516,0.7326457143045737,0.9337365317799252,0.0422535211267605,0.0394536562723912,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.0,7.3,2.7
2012,Pune Warriors,M Kartik,Death Specialist,-0.2842691423931454,0.4857065680043692,0.7699757103975147,0.2,0.1539951420795029,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.0,8.1,1.9
2012,Kolkata Knight Riders,M de Lange,Death Specialist,-1.5162302790291688,0.4857065680043692,2.001936847033538,0.0508474576271186,0.1017933990017053,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,14.0,8.1,5.9
2012,Mumbai Indians,NLTC Perera,Middle-Over Squeezer,-0.9933274092918042,0.323334666523244,1.3166620758150482,0.03125,0.0411456898692202,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.0,6.6,2.4
2012,Punjab Kings,P Awana,Middle-Over Squeezer,-0.0013217357325214,0.323334666523244,0.3246564022557655,0.2264150943396226,0.0735071099447016,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.2,6.6,0.6
2012,Royal Challengers Bengaluru,P Parameswaran,Death Specialist,-0.6949228546051534,0.4857065680043692,1.1806294226095226,0.0348837209302325,0.0411847473003321,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,11.3,8.1,3.2
2010,Mumbai Indians,AG Murtaza,Middle-Over Squeezer,-0.2097163131228806,0.146832829920924,0.3565491430438047,0.0652173913043478,0.0232532049811176,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,7.0,0.8
2013,Sunrisers Hyderabad,I Sharma,Middle-Over Squeezer,-0.4762060346402398,0.6894711400364979,1.1656771746767376,0.1797752808988764,0.2095599415149191,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.8,6.3,1.5
2013,Delhi Capitals,IK Pathan,Middle-Over Squeezer,-0.7266821217608614,0.6894711400364979,1.4161532617973591,0.2777777777777778,0.393375906054822,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.1,6.3,1.8
2013,Kolkata Knight Riders,Iqbal Abdulla,Middle-Over Squeezer,-0.2446405352936826,0.6894711400364979,0.9341116753301804,0.1282051282051282,0.1197579070936128,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.5,6.3,1.2
2013,Rajasthan Royals,KK Cooper,Middle-Over Squeezer,-0.0702411687998125,0.6894711400364979,0.7597123088363105,0.2456140350877192,0.1865960056790938,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.2,6.3,0.9
2013,Pune Warriors,KW Richardson,Death Specialist,-0.4625679242194224,0.5293786454010311,0.9919465696204536,0.0394736842105263,0.0391557856429126,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.4,8.0,2.4
2013,Delhi Capitals,M Morkel,Middle-Over Squeezer,0.1399936839599211,0.6894711400364979,0.5494774560765768,0.1851851851851851,0.1017550844586253,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,6.9,6.3,0.6
2013,Royal Challengers Bengaluru,MC Henriques,Middle-Over Squeezer,-1.9388626915297948,0.6894711400364979,2.6283338315662927,0.2222222222222222,0.5840741847925095,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.8,6.3,3.5
2012,Deccan Chargers,TP Sudhindra,Death Specialist,-1.320236461837074,0.4857065680043692,1.8059430298414432,0.0566037735849056,0.1022231903683835,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,13.4,8.1,5.3
2012,Deccan Chargers,V Pratap Singh,Death Specialist,-0.3282677544158603,0.4857065680043692,0.8139743224202296,0.1698113207547169,0.138222054750605,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.1,8.1,2.0
2011,Rajasthan Royals,ND Doshi,Death Specialist,-0.3133613127967254,0.3862107438291773,0.6995720566259027,0.0441176470588235,0.0308634730864368,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.0,8.3,1.7
2013,Delhi Capitals,AB Agarkar,Middle-Over Squeezer,-0.0340075104643282,0.6894711400364979,0.7234786505008262,0.074074074074074,0.0535910111482093,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.2,6.3,0.9
2013,Delhi Capitals,AD Russell,Death Specialist,-0.0482104964032835,0.5293786454010311,0.5775891418043146,0.0379746835443038,0.0219337648786448,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.0,8.0,1.0
2013,Chennai Super Kings,CH Morris,Death Specialist,-0.0121111750405138,0.5293786454010311,0.5414898204415449,0.2105263157894736,0.113997856935062,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,8.9,8.0,0.8
2013,Chennai Super Kings,DP Nannes,Middle-Over Squeezer,-0.6292747545472863,0.6894711400364979,1.3187458945837842,0.15625,0.2060540460287163,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.0,6.3,1.7
2013,Rajasthan Royals,GB Hogg,Death Specialist,-0.9145942091097556,0.5293786454010311,1.4439728545107866,0.0277777777777777,0.040110357069744,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,12.0,8.0,4.0
2015,Mumbai Indians,J Suchith,Death Specialist,-0.0364170265961279,0.8709309774233549,0.9073480040194828,0.1538461538461538,0.1395920006183819,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.0,8.4,1.6
2015,Mumbai Indians,JJ Bumrah,Middle-Over Squeezer,-1.1128950479629032,0.3565888396119768,1.46948388757488,0.1481481481481481,0.21770131667776,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,10.3,7.2,3.1
2015,Sunrisers Hyderabad,KV Sharma,Middle-Over Squeezer,0.0040634362172781,0.3565888396119768,0.3525254033946987,0.2978723404255319,0.1050075669686336,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.0,7.2,0.8
2015,Punjab Kings,Karanveer Singh,Middle-Over Squeezer,-1.2124522003876093,0.3565888396119768,1.5690410399995862,0.0833333333333333,0.1307534199999655,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,10.5,7.2,3.3
2015,Mumbai Indians,MJ McClenaghan,Death Specialist,0.2573908985149425,0.8709309774233549,0.6135400789084123,0.1538461538461538,0.0943907813705249,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,8.8,8.4,0.3
2012,Chennai Super Kings,VY Mahesh,Middle-Over Squeezer,-0.3921118495589057,0.323334666523244,0.7154465160821497,0.0769230769230769,0.0550343473909345,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.9,6.6,1.3
2011,Punjab Kings,P Kumar,Middle-Over Squeezer,-0.9589049543052596,0.5171564511669144,1.476061405472174,0.7647058823529411,1.1287528394787212,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.1,6.5,2.6
2011,Punjab Kings,R McLaren,Death Specialist,-0.528614253297003,0.3862107438291773,0.9148249971261804,0.0606060606060606,0.0554439392197685,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.6,8.3,2.3
2011,Royal Challengers Bengaluru,R Ninan,Middle-Over Squeezer,-1.3276204040209172,0.5171564511669144,1.844776855187832,0.1333333333333333,0.2459702473583775,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.8,6.5,3.3
2011,Kochi Tuskers Kerala,RR Powar,Middle-Over Squeezer,-0.0712566494342326,0.5171564511669144,0.588413100601147,0.1020408163265306,0.060042153122566,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.5,6.5,1.0
2011,Kochi Tuskers Kerala,RV Gomez,Middle-Over Squeezer,-0.032239141527814,0.5171564511669144,0.5493955926947285,0.2244897959183673,0.12333370448249,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.4,6.5,0.9
2013,Rajasthan Royals,SW Tait,Middle-Over Squeezer,-0.6292747545472863,0.6894711400364979,1.3187458945837842,0.0526315789473684,0.0694076786623044,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.0,6.3,1.7
2013,Delhi Capitals,UT Yadav,Death Specialist,-0.4212368171519032,0.5293786454010311,0.9506154625529344,0.2025316455696202,0.1925297139347715,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,10.3,8.0,2.2
2013,Mumbai Indians,YS Chahal,Middle-Over Squeezer,-0.1530609592809194,0.6894711400364979,0.8425320993174173,0.0227272727272727,0.0191484568026685,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.3,6.3,1.0
2014,Sunrisers Hyderabad,A Mishra,Middle-Over Squeezer,-0.0149807403871384,0.5658227814097088,0.5808035217968472,0.7142857142857143,0.4148596584263194,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,8.2,7.1,1.1
2014,Chennai Super Kings,A Nehra,Death Specialist,-0.0242142850547311,0.8190454797172297,0.843259764771961,0.1538461538461538,0.1297322715033786,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.3,7.0,2.3
2013,Punjab Kings,Harmeet Singh,Death Specialist,0.0384278748673638,0.5293786454010311,0.4909507705336672,0.0508474576271186,0.0249635985017118,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,8.7,8.0,0.7
2014,Punjab Kings,BE Hendricks,Middle-Over Squeezer,-0.3885010264897039,0.5658227814097088,0.9543238078994128,0.036144578313253,0.0344936316108221,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,9.0,7.1,1.9
2014,Chennai Super Kings,BW Hilfenhaus,Death Specialist,-0.8733057217822376,0.8190454797172297,1.6923512014994673,0.3076923076923077,0.5207234466152207,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,12.2,7.0,5.2
2013,Mumbai Indians,MG Johnson,Death Specialist,-0.0259955294108099,0.5293786454010311,0.555374174811841,0.34,0.1888272194360259,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,8.9,8.0,0.9
2013,Punjab Kings,MG Neser,Death Specialist,-2.214169778169464,0.5293786454010311,2.7435484235704948,0.0169491525423728,0.0465008207384829,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,16.5,8.0,8.5
2013,Punjab Kings,PP Chawla,Middle-Over Squeezer,0.0982740993318846,0.6894711400364979,0.5911970407046132,0.2666666666666666,0.1576525441878968,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,7.0,6.3,0.7
2013,Mumbai Indians,PP Ojha,Middle-Over Squeezer,0.1564780076422183,0.6894711400364979,0.5329931323942796,0.3409090909090909,0.1817022042253225,0.1853062392984933,0.9287425093754006,0.0,Bowler,Middle-overs Economy,6.9,6.3,0.6
2013,Mumbai Indians,R Dhawan,Death Specialist,-0.1204091391288229,0.5293786454010311,0.649787784529854,0.1,0.0649787784529854,-0.0128549540428558,0.996994908529343,0.0,Bowler,Death Economy,9.2,8.0,1.2
