match_id,season,innings,over,ball,batting_team,bowling_team,batter,bowler,phase,wp_before,wp_after,leverage_index,dls_flag
548336,2012,1,18,3,Royal Challengers Bengaluru,Rajasthan Royals,AB de Villiers,SK Trivedi,Death,0.8857218768369185,0.8880218055602308,0.0022999287233123,False
548339,2012,2,5,7,Mumbai Indians,Punjab Kings,JEC Franklin,P Awana,Powerplay,0.6237893271051992,0.6400019394925924,0.0162126123873932,False
548339,2012,2,14,1,Mumbai Indians,Punjab Kings,AT Rayudu,BA Bhatt,Middle,0.3028309918589998,0.2977672097784968,0.005063782080503,False
548342,2012,2,11,1,Mumbai Indians,Delhi Capitals,AT Rayudu,S Nadeem,Middle,0.4035502540203751,0.4675346177660753,0.0639843637457002,False
548342,2012,2,12,3,Mumbai Indians,Delhi Capitals,AT Rayudu,AB Agarkar,Middle,0.4919747990350613,0.4862971369585873,0.005677662076474,False
548342,2012,2,15,6,Mumbai Indians,Delhi Capitals,Harbhajan Singh,S Nadeem,Death,0.1053620236907981,0.0961274540407938,0.0092345696500043,False
548343,2012,2,6,2,Chennai Super Kings,Punjab Kings,S Badrinath,PP Chawla,Middle,0.679619244769724,0.7178637159082526,0.0382444711385285,False
548343,2012,2,12,2,Chennai Super Kings,Punjab Kings,WP Saha,DJ Hussey,Middle,0.5411831442016661,0.5425347743565909,0.0013516301549247,False
548344,2012,2,12,5,Royal Challengers Bengaluru,Kolkata Knight Riders,SS Tiwary,R Bhatia,Middle,0.1451000080288419,0.0850937638100173,0.0600062442188246,False
548345,2012,1,18,4,Delhi Capitals,Rajasthan Royals,IK Pathan,KK Cooper,Death,0.652563385361992,0.6586190385706335,0.0060556532086415,False
548345,2012,2,8,1,Rajasthan Royals,Delhi Capitals,R Dravid,AB Agarkar,Middle,0.7709231150884467,0.7736794422581124,0.0027563271696656,False
548346,2012,1,5,6,Deccan Chargers,Mumbai Indians,S Dhawan,RP Singh,Powerplay,0.5821306741186916,0.578097330992599,0.0040333431260926,False
548346,2012,1,13,6,Deccan Chargers,Mumbai Indians,A Ashish Reddy,RJ Peterson,Middle,0.2187238446449438,0.2422670669318342,0.0235432222868903,False
548346,2012,2,0,6,Mumbai Indians,Deccan Chargers,RG Sharma,DW Steyn,Powerplay,0.3648646278199073,0.3521122257538491,0.0127524020660582,False
548346,2012,2,15,3,Mumbai Indians,Deccan Chargers,AT Rayudu,A Mishra,Death,0.7231244092279279,0.7158567571987,0.0072676520292278,False
548347,2012,1,18,3,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,B Lee,Death,0.6206814437228059,0.6381517255063937,0.0174702817835877,False
548348,2012,1,1,4,Deccan Chargers,Pune Warriors,S Dhawan,WD Parnell,Powerplay,0.3034795652197992,0.2923495572179598,0.0111300080018394,False
548348,2012,2,11,6,Pune Warriors,Deccan Chargers,SPD Smith,V Pratap Singh,Middle,0.510295191595861,0.5070875910591773,0.0032076005366836,False
548350,2012,1,5,2,Royal Challengers Bengaluru,Punjab Kings,V Kohli,P Awana,Powerplay,0.5034778431691224,0.5104231211686558,0.0069452779995334,False
548350,2012,2,8,4,Punjab Kings,Royal Challengers Bengaluru,N Saini,KP Appanna,Middle,0.7972047344780138,0.7991309284449232,0.0019261939669094,False
548351,2012,2,3,6,Pune Warriors,Mumbai Indians,MJ Clarke,MM Patel,Powerplay,0.5213882385138949,0.5128082285134042,0.0085800100004906,False
548353,2012,1,0,5,Kolkata Knight Riders,Pune Warriors,G Gambhir,M Kartik,Powerplay,0.5873139626563998,0.553543190864736,0.0337707717916637,False
548354,2012,1,17,4,Rajasthan Royals,Punjab Kings,J Botha,P Kumar,Death,0.7948622239125204,0.8012623269839253,0.0064001030714049,False
548355,2012,1,1,2,Chennai Super Kings,Mumbai Indians,M Vijay,RP Singh,Powerplay,0.6268329237810012,0.6015427425316385,0.0252901812493626,False
548355,2012,2,11,5,Mumbai Indians,Chennai Super Kings,SR Tendulkar,R Ashwin,Middle,0.770655745361754,0.7707712330349541,0.0001154876732001,False
548356,2012,1,13,5,Deccan Chargers,Royal Challengers Bengaluru,CL White,J Syed Mohammad,Middle,0.8758350165642625,0.8762509525229055,0.0004159359586429,False
548357,2012,1,15,4,Delhi Capitals,Kolkata Knight Riders,Y Nagar,R Bhatia,Death,0.6550994927167244,0.6609436807332254,0.0058441880165009,False
548357,2012,1,18,5,Delhi Capitals,Kolkata Knight Riders,IK Pathan,B Lee,Death,0.6736605970954793,0.6894816732658506,0.0158210761703713,False
548357,2012,2,13,7,Kolkata Knight Riders,Delhi Capitals,JH Kallis,UT Yadav,Middle,0.9447036626178904,0.9423733956179668,0.0023302669999235,False
548358,2012,1,7,6,Pune Warriors,Rajasthan Royals,AP Majumdar,SK Trivedi,Middle,0.475123809554866,0.4823994055837505,0.0072755960288845,False
548359,2012,2,4,1,Deccan Chargers,Punjab Kings,PA Patel,P Awana,Powerplay,0.364958699823699,0.4160057827452367,0.0510470829215377,False
548359,2012,2,11,5,Deccan Chargers,Punjab Kings,AA Jhunjhunwala,P Kumar,Middle,0.1444667560289815,0.1367728796126484,0.007693876416333,False
548361,2012,1,15,4,Rajasthan Royals,Chennai Super Kings,BJ Hodge,RA Jadeja,Death,0.5677501870103807,0.5749628472866732,0.0072126602762925,False
548362,2012,2,18,5,Pune Warriors,Royal Challengers Bengaluru,SPD Smith,Z Khan,Death,6.656957083480807e-05,1.9457236444771545e-05,4.7112334390036527e-05,False
548363,2012,1,17,4,Mumbai Indians,Kolkata Knight Riders,RG Sharma,SP Narine,Death,0.956055847001404,0.956949557699142,0.000893710697738,False
548364,2012,2,5,2,Chennai Super Kings,Delhi Capitals,MEK Hussey,VR Aaron,Powerplay,0.8712365038864051,0.8669110433805912,0.0043254605058138,False
548365,2012,1,7,2,Rajasthan Royals,Pune Warriors,SR Watson,M Kartik,Middle,0.6767682672919902,0.6814672316969528,0.0046989644049625,False
548367,2012,1,8,2,Royal Challengers Bengaluru,Mumbai Indians,TM Dilshan,Harbhajan Singh,Middle,0.4194527812689064,0.4258273367790972,0.0063745555101908,False
548367,2012,2,19,1,Mumbai Indians,Royal Challengers Bengaluru,AT Rayudu,CH Gayle,Death,0.3368299632108992,0.2455046373085476,0.0913253259023515,False
548368,2012,1,16,2,Kolkata Knight Riders,Chennai Super Kings,YK Pathan,R Ashwin,Death,0.8036273788931317,0.8075080088199168,0.003880629926785,False
548368,2012,2,4,4,Chennai Super Kings,Kolkata Knight Riders,MEK Hussey,JH Kallis,Powerplay,0.7562872786815064,0.7574069015578322,0.0011196228763258,False
548368,2012,2,12,3,Chennai Super Kings,Kolkata Knight Riders,F du Plessis,JH Kallis,Middle,0.8478181616763993,0.8496881248219285,0.0018699631455291,False
548369,2012,1,1,6,Punjab Kings,Delhi Capitals,SE Marsh,Y Venugopal Rao,Powerplay,0.6796414878932715,0.6778656614060357,0.0017758264872358,False
548369,2012,1,19,4,Punjab Kings,Delhi Capitals,P Awana,VR Aaron,Death,0.321174671461318,0.3271557407975016,0.0059810693361835,False
548369,2012,2,4,4,Delhi Capitals,Punjab Kings,DPMD Jayawardene,Azhar Mahmood,Powerplay,0.5464819674575355,0.5506383953236179,0.0041564278660823,False
548369,2012,2,7,6,Delhi Capitals,Punjab Kings,NV Ojha,P Awana,Middle,0.2352018526745384,0.2395495214301263,0.0043476687555879,False
548370,2012,1,1,1,Kolkata Knight Riders,Mumbai Indians,BB McCullum,RP Singh,Powerplay,0.5256394617395845,0.5022634395987712,0.0233760221408133,False
548371,2012,1,5,3,Chennai Super Kings,Punjab Kings,SK Raina,Azhar Mahmood,Powerplay,0.3261210130822957,0.3240809307107469,0.0020400823715487,False
548372,2012,1,14,6,Royal Challengers Bengaluru,Delhi Capitals,V Kohli,VR Aaron,Middle,0.9323775920863474,0.9336303294931746,0.0012527374068271,False
548372,2012,2,18,1,Delhi Capitals,Royal Challengers Bengaluru,AD Russell,R Vinay Kumar,Death,0.0215267039320623,0.0144456218719171,0.0070810820601451,False
548373,2012,1,0,5,Rajasthan Royals,Deccan Chargers,AM Rahane,JP Duminy,Powerplay,0.4331224456556957,0.524186780065032,0.0910643344093363,False
548373,2012,1,2,3,Rajasthan Royals,Deccan Chargers,R Dravid,MS Gony,Powerplay,0.3240421813619073,0.3319276890898331,0.0078855077279257,False
548373,2012,1,7,4,Rajasthan Royals,Deccan Chargers,STR Binny,V Pratap Singh,Middle,0.5017914437628069,0.5334813476340485,0.0316899038712416,False
548375,2012,1,15,5,Kolkata Knight Riders,Pune Warriors,Shakib Al Hasan,A Nehra,Death,0.8270296812897885,0.8308669168530418,0.0038372355632533,False
548375,2012,2,1,2,Pune Warriors,Kolkata Knight Riders,JD Ryder,Shakib Al Hasan,Powerplay,0.609045167822699,0.5865969783470386,0.0224481894756604,False
548375,2012,2,3,4,Pune Warriors,Kolkata Knight Riders,MJ Clarke,Shakib Al Hasan,Powerplay,0.4905421408639857,0.479421798246499,0.0111203426174867,False
548376,2012,2,1,4,Royal Challengers Bengaluru,Deccan Chargers,CH Gayle,MS Gony,Powerplay,0.6214039631949052,0.7292957174304863,0.107891754235581,False
548376,2012,2,10,3,Royal Challengers Bengaluru,Deccan Chargers,SS Tiwary,A Ashish Reddy,Middle,0.346899560156392,0.3517605522380762,0.0048609920816841,False
548376,2012,2,11,3,Royal Challengers Bengaluru,Deccan Chargers,V Kohli,A Mishra,Middle,0.4017443513355477,0.393019081173439,0.0087252701621087,False
548377,2012,1,0,6,Rajasthan Royals,Mumbai Indians,R Dravid,RP Singh,Powerplay,0.4932346958263904,0.4672971348091788,0.0259375610172116,False
548377,2012,2,6,6,Mumbai Indians,Rajasthan Royals,SR Tendulkar,SK Trivedi,Middle,0.7335009256353059,0.7844446126518019,0.0509436870164959,False
548378,2012,1,8,1,Kolkata Knight Riders,Delhi Capitals,BB McCullum,P Negi,Middle,0.6867352180395256,0.6985784953842771,0.0118432773447514,False
548378,2012,2,1,6,Delhi Capitals,Kolkata Knight Riders,DA Warner,Shakib Al Hasan,Powerplay,0.7845065145276254,0.6612747327175009,0.1232317818101245,False
548378,2012,2,3,4,Delhi Capitals,Kolkata Knight Riders,NV Ojha,Shakib Al Hasan,Powerplay,0.461675457396122,0.4450242497566252,0.0166512076394968,False
548379,2012,2,15,4,Mumbai Indians,Chennai Super Kings,KA Pollard,DJ Bravo,Death,0.0346897871134002,0.0291604004782739,0.0055293866351262,False
548381,2012,1,1,5,Chennai Super Kings,Kolkata Knight Riders,MEK Hussey,Shakib Al Hasan,Powerplay,0.4273764900571024,0.4152248109020038,0.0121516791550985,False
597998,2013,1,8,2,Delhi Capitals,Kolkata Knight Riders,DPMD Jayawardene,L Balaji,Middle,0.5654277391242429,0.5716054728734267,0.0061777337491837,False
597998,2013,1,12,2,Delhi Capitals,Kolkata Knight Riders,J Botha,LR Shukla,Middle,0.4894311446924318,0.4904294551296509,0.0009983104372191,False
597998,2013,2,3,6,Kolkata Knight Riders,Delhi Capitals,JH Kallis,A Nehra,Powerplay,0.6448954997623821,0.6338598928129533,0.0110356069494288,False
597998,2013,2,4,1,Kolkata Knight Riders,Delhi Capitals,G Gambhir,UT Yadav,Powerplay,0.6338598928129533,0.6233317319809808,0.0105281608319725,False
597999,2013,1,6,6,Royal Challengers Bengaluru,Mumbai Indians,CH Gayle,JJ Bumrah,Middle,0.2794449122091451,0.3086599996048833,0.0292150873957381,False
597999,2013,1,12,3,Royal Challengers Bengaluru,Mumbai Indians,CH Gayle,JJ Bumrah,Middle,0.4791817247769344,0.4860131083960675,0.0068313836191331,False
597999,2013,1,12,5,Royal Challengers Bengaluru,Mumbai Indians,KB Arun Karthik,JJ Bumrah,Middle,0.3649431097706018,0.3713878769207244,0.0064447671501225,False
598000,2013,1,14,2,Sunrisers Hyderabad,Pune Warriors,CL White,MN Samuels,Middle,0.6419457039920021,0.522460473051697,0.1194852309403051,False
598000,2013,2,12,3,Pune Warriors,Sunrisers Hyderabad,AM Nayar,A Ashish Reddy,Middle,0.3157402150990962,0.3588178535233427,0.0430776384242465,False
598000,2013,2,15,2,Pune Warriors,Sunrisers Hyderabad,AM Nayar,A Mishra,Death,0.3679285402351998,0.3656633033744188,0.002265236860781,False
598001,2013,1,10,5,Rajasthan Royals,Delhi Capitals,AM Rahane,IK Pathan,Middle,0.8079633846625411,0.8115220550669944,0.0035586704044532,False
598001,2013,2,6,1,Delhi Capitals,Rajasthan Royals,DA Warner,SK Trivedi,Middle,0.5165424880728424,0.505523015841194,0.0110194722316484,False
598001,2013,2,16,1,Delhi Capitals,Rajasthan Royals,DA Warner,SK Trivedi,Death,0.8580002146682412,0.8874977140356539,0.0294974993674127,False
598002,2013,2,4,2,Chennai Super Kings,Mumbai Indians,SK Raina,MG Johnson,Powerplay,0.5730643709921387,0.5607653855276268,0.0122989854645119,False
598003,2013,1,3,3,Pune Warriors,Punjab Kings,TL Suman,RJ Harris,Powerplay,0.4334620690942374,0.4256177461309198,0.0078443229633176,False
598003,2013,1,8,2,Pune Warriors,Punjab Kings,LRPL Taylor,PP Chawla,Middle,0.2685309800799179,0.2822390369371959,0.0137080568572779,False
598003,2013,1,15,4,Pune Warriors,Punjab Kings,MR Marsh,P Kumar,Death,0.2398954453319882,0.2634227301792972,0.023527284847309,False
598005,2013,1,10,5,Rajasthan Royals,Kolkata Knight Riders,BJ Hodge,LR Shukla,Middle,0.5246700677413753,0.5252318186713749,0.0005617509299996,False
598006,2013,1,1,1,Mumbai Indians,Delhi Capitals,SR Tendulkar,A Nehra,Powerplay,0.2616505142873704,0.2700879466707697,0.0084374323833992,False
598007,2013,1,1,4,Punjab Kings,Chennai Super Kings,AC Gilchrist,AS Rajpoot,Powerplay,0.5132139108348672,0.5831363377380006,0.0699224269031333,False
598007,2013,2,13,6,Chennai Super Kings,Punjab Kings,MEK Hussey,PP Chawla,Middle,0.9291067153111428,0.9303335331574886,0.0012268178463457,False
598007,2013,2,15,2,Chennai Super Kings,Punjab Kings,MEK Hussey,R Sathish,Death,0.937585370817751,0.9428610816018136,0.0052757107840625,False
598008,2013,2,14,2,Royal Challengers Bengaluru,Kolkata Knight Riders,AB de Villiers,SP Narine,Middle,0.8798745300439658,0.8740753484418362,0.0057991816021295,False
598009,2013,1,6,6,Rajasthan Royals,Pune Warriors,AM Rahane,Yuvraj Singh,Middle,0.6557047974456385,0.6607478002568127,0.0050430028111742,False
598010,2013,1,19,5,Delhi Capitals,Sunrisers Hyderabad,KM Jadhav,NLTC Perera,Death,0.2555228641609111,0.2613096347587417,0.0057867705978306,False
598011,2013,1,2,4,Mumbai Indians,Pune Warriors,SR Tendulkar,AB Dinda,Powerplay,0.662894300991408,0.7098206055133113,0.0469263045219032,False
598011,2013,1,13,3,Mumbai Indians,Pune Warriors,KD Karthik,AD Mathews,Middle,0.7994836424351857,0.8066459918378983,0.0071623494027126,False
598011,2013,2,8,4,Pune Warriors,Mumbai Indians,AD Mathews,R Dhawan,Middle,0.214613297925109,0.2149777584668807,0.0003644605417717,False
598011,2013,2,10,4,Pune Warriors,Mumbai Indians,AD Mathews,R Dhawan,Middle,0.1544097915610171,0.1537867906960512,0.0006230008649658,False
598012,2013,1,5,5,Royal Challengers Bengaluru,Chennai Super Kings,V Kohli,MM Sharma,Powerplay,0.4871896723709231,0.5259999957903431,0.0388103234194199,False
598012,2013,1,16,6,Royal Challengers Bengaluru,Chennai Super Kings,DT Christian,CH Morris,Death,0.8415189157540803,0.7637054513921399,0.0778134643619404,False
598013,2013,1,15,6,Kolkata Knight Riders,Sunrisers Hyderabad,JH Kallis,A Mishra,Death,0.8683940337063899,0.871182747948055,0.002788714241665,False
598013,2013,2,3,6,Sunrisers Hyderabad,Kolkata Knight Riders,CL White,SMSM Senanayake,Powerplay,0.5864856030915743,0.5873309664755413,0.000845363383967,False
598014,2013,2,17,2,Rajasthan Royals,Punjab Kings,SV Samson,P Awana,Death,0.8481346413811665,0.83876382178187,0.0093708195992964,False
598015,2013,1,6,6,Pune Warriors,Chennai Super Kings,AJ Finch,RA Jadeja,Middle,0.7847855953093951,0.7880959910533927,0.0033103957439976,False
598016,2013,1,12,6,Punjab Kings,Kolkata Knight Riders,DA Miller,SMSM Senanayake,Middle,0.63316930623277,0.6443685747035331,0.0111992684707631,False
598017,2013,1,14,4,Delhi Capitals,Royal Challengers Bengaluru,DPMD Jayawardene,JD Unadkat,Middle,0.5685285485632517,0.5706215401156908,0.002092991552439,False
598018,2013,1,14,5,Sunrisers Hyderabad,Pune Warriors,BB Samantray,R Sharma,Middle,0.2515478680786956,0.2612598146876739,0.0097119466089782,False
598018,2013,2,1,4,Pune Warriors,Sunrisers Hyderabad,RV Uthappa,DW Steyn,Powerplay,0.7293781324329455,0.7669380724213293,0.0375599399883838,False
598018,2013,2,13,1,Pune Warriors,Sunrisers Hyderabad,AD Mathews,A Mishra,Middle,0.5888870459578772,0.5807513008304624,0.0081357451274147,False
598019,2013,1,1,4,Rajasthan Royals,Mumbai Indians,AM Rahane,SL Malinga,Powerplay,0.4901649251835163,0.4739118948296593,0.016253030353857,False
598019,2013,1,12,2,Rajasthan Royals,Mumbai Indians,DH Yagnik,SL Malinga,Middle,0.8936563058207306,0.8954325648897512,0.0017762590690205,False
598019,2013,1,15,1,Rajasthan Royals,Mumbai Indians,AM Rahane,PP Ojha,Death,0.8739162754934349,0.810780960413585,0.0631353150798498,False
598019,2013,2,1,6,Mumbai Indians,Rajasthan Royals,KD Karthik,AA Chavan,Powerplay,0.2642135702249742,0.2502721492003485,0.0139414210246257,False
598019,2013,2,16,2,Mumbai Indians,Rajasthan Royals,SL Malinga,JP Faulkner,Death,0.0010862087954468,0.0007868410921763,0.0002993677032705,False
598021,2013,1,4,6,Punjab Kings,Sunrisers Hyderabad,AC Gilchrist,NLTC Perera,Powerplay,0.5179543892817658,0.5128190531960551,0.0051353360857107,False
598021,2013,1,7,5,Punjab Kings,Sunrisers Hyderabad,PC Valthaty,A Mishra,Middle,0.6046532853601524,0.6116232737556205,0.0069699883954681,False
598021,2013,2,3,4,Sunrisers Hyderabad,Punjab Kings,GH Vihari,AD Mascarenhas,Powerplay,0.4075943365026281,0.4341721585467155,0.0265778220440873,False
598021,2013,2,5,4,Sunrisers Hyderabad,Punjab Kings,PA Reddy,Azhar Mahmood,Powerplay,0.5881999500553209,0.5812568097146937,0.0069431403406271,False
598021,2013,2,10,4,Sunrisers Hyderabad,Punjab Kings,GH Vihari,AD Mascarenhas,Middle,0.7047016854553503,0.7103410706126373,0.005639385157287,False
598021,2013,2,11,5,Sunrisers Hyderabad,Punjab Kings,BB Samantray,PP Chawla,Middle,0.6353763780241874,0.6282739463663579,0.0071024316578295,False
598021,2013,2,18,2,Sunrisers Hyderabad,Punjab Kings,NLTC Perera,Azhar Mahmood,Death,0.6734658541754993,0.7106394049649873,0.037173550789488,False
598022,2013,1,17,5,Kolkata Knight Riders,Chennai Super Kings,SMSM Senanayake,RA Jadeja,Death,0.1453112149881547,0.1468926559879318,0.0015814409997771,False
598024,2013,1,2,2,Mumbai Indians,Delhi Capitals,DR Smith,IK Pathan,Powerplay,0.4178115304685015,0.427509184437746,0.0096976539692445,False
598024,2013,2,6,1,Delhi Capitals,Mumbai Indians,V Sehwag,Harbhajan Singh,Middle,0.8640177742464827,0.8644788459149764,0.0004610716684936,False
598024,2013,2,16,6,Delhi Capitals,Mumbai Indians,DA Warner,JJ Bumrah,Death,0.9937670679262984,0.9943543231181008,0.0005872551918025,False
598025,2013,1,3,3,Pune Warriors,Punjab Kings,AJ Finch,Azhar Mahmood,Powerplay,0.7354340540528905,0.768745686465542,0.0333116324126514,False
598026,2013,1,14,2,Rajasthan Royals,Chennai Super Kings,SR Watson,RA Jadeja,Middle,0.7928909244300091,0.7964021374576481,0.003511213027639,False
598027,2013,1,19,1,Royal Challengers Bengaluru,Pune Warriors,CH Gayle,AB Dinda,Death,0.9734395720440474,0.975635917250132,0.0021963452060845,False
598028,2013,1,0,2,Punjab Kings,Delhi Capitals,AC Gilchrist,IK Pathan,Powerplay,0.4907895893364139,0.491296981693314,0.0005073923569001,False
598028,2013,1,2,6,Punjab Kings,Delhi Capitals,SE Marsh,M Morkel,Powerplay,0.680887983427248,0.6680365557048689,0.0128514277223791,False
598028,2013,1,9,2,Punjab Kings,Delhi Capitals,SE Marsh,IK Pathan,Middle,0.764917948379847,0.7688697119323185,0.0039517635524715,False
598029,2013,1,9,2,Kolkata Knight Riders,Mumbai Indians,JH Kallis,PP Ojha,Middle,0.6944341989775782,0.7163333816746432,0.021899182697065,False
598029,2013,2,18,2,Mumbai Indians,Kolkata Knight Riders,AT Rayudu,L Balaji,Death,0.751215552957097,0.7407782107128067,0.0104373422442902,False
598030,2013,1,17,1,Sunrisers Hyderabad,Chennai Super Kings,A Ashish Reddy,DJ Bravo,Death,0.5817483385292725,0.5883349559740898,0.0065866174448172,False
598032,2013,2,16,2,Rajasthan Royals,Sunrisers Hyderabad,STR Binny,DW Steyn,Death,0.9521216823860018,0.9497670049219388,0.0023546774640631,False
598034,2013,1,8,5,Chennai Super Kings,Kolkata Knight Riders,WP Saha,R Bhatia,Middle,0.9148830719900742,0.9156397863466044,0.00075671435653,False
598034,2013,2,12,1,Kolkata Knight Riders,Chennai Super Kings,JH Kallis,DJ Bravo,Middle,0.5013247297309689,0.4814888887869744,0.0198358409439944,False
598036,2013,1,8,5,Royal Challengers Bengaluru,Rajasthan Royals,V Kohli,A Chandila,Middle,0.6619547942856177,0.6665186002833613,0.0045638059977436,False
598036,2013,1,9,4,Royal Challengers Bengaluru,Rajasthan Royals,V Kohli,SK Trivedi,Middle,0.6850283080698296,0.6837461820356557,0.0012821260341738,False
598037,2013,2,0,6,Punjab Kings,Mumbai Indians,SE Marsh,MG Johnson,Powerplay,0.5661807523276076,0.5597954519239391,0.0063853004036684,False
598037,2013,2,8,3,Punjab Kings,Mumbai Indians,DA Miller,PP Ojha,Middle,0.551690483903207,0.5529024448241479,0.0012119609209408,False
598037,2013,2,10,3,Punjab Kings,Mumbai Indians,Azhar Mahmood,PP Ojha,Middle,0.25621670626405,0.2890478021978265,0.0328310959337764,False
598039,2013,1,18,5,Mumbai Indians,Sunrisers Hyderabad,AT Rayudu,DW Steyn,Death,0.7116575725706243,0.7175987976220215,0.0059412250513971,False
598039,2013,2,3,2,Sunrisers Hyderabad,Mumbai Indians,KC Sangakkara,Harbhajan Singh,Powerplay,0.5170493852050887,0.5054174317684806,0.011631953436608,False
598040,2013,1,7,5,Kolkata Knight Riders,Delhi Capitals,DB Das,S Nadeem,Middle,0.2852808856767835,0.283977238478339,0.0013036471984445,False
598040,2013,1,15,1,Kolkata Knight Riders,Delhi Capitals,DB Das,A Nehra,Death,0.4081590475914705,0.4127530592585657,0.0045940116670952,False
598041,2013,1,17,6,Chennai Super Kings,Punjab Kings,SK Raina,P Kumar,Death,0.893192430686339,0.8952645384763356,0.0020721077899965,False
598042,2013,1,2,1,Royal Challengers Bengaluru,Pune Warriors,SS Tiwary,TL Suman,Powerplay,0.4876008650609734,0.5138794829725798,0.0262786179116063,False
598042,2013,2,0,5,Pune Warriors,Royal Challengers Bengaluru,RV Uthappa,M Kartik,Powerplay,0.428301791170339,0.4256784571361274,0.0026233340342116,False
598042,2013,2,3,3,Pune Warriors,Royal Challengers Bengaluru,TL Suman,RP Singh,Powerplay,0.4035505647005088,0.4037578880698321,0.0002073233693233,False
598042,2013,2,5,1,Pune Warriors,Royal Challengers Bengaluru,RV Uthappa,R Vinay Kumar,Powerplay,0.44359959009094,0.4446448191046352,0.0010452290136951,False
598042,2013,2,13,1,Pune Warriors,Royal Challengers Bengaluru,AD Mathews,M Kartik,Middle,0.2559994613501988,0.2512199862651526,0.0047794750850461,False
598045,2013,1,2,6,Royal Challengers Bengaluru,Punjab Kings,CA Pujara,Azhar Mahmood,Powerplay,0.522510754228849,0.5295590104923861,0.0070482562635371,False
598045,2013,1,18,1,Royal Challengers Bengaluru,Punjab Kings,V Kohli,P Awana,Death,0.9514318951430148,0.9525064599999102,0.0010745648568953,False
598047,2013,1,10,4,Pune Warriors,Rajasthan Royals,RV Uthappa,KK Cooper,Middle,0.914166808085202,0.9154500990127956,0.0012832909275937,False
598047,2013,1,12,4,Pune Warriors,Rajasthan Royals,Yuvraj Singh,STR Binny,Middle,0.8864780047290761,0.886334510974936,0.0001434937541401,False
598047,2013,1,14,1,Pune Warriors,Rajasthan Royals,MR Marsh,SR Watson,Middle,0.8704780836018303,0.8705405147726268,6.24311707965175e-05,False
598048,2013,1,10,1,Sunrisers Hyderabad,Royal Challengers Bengaluru,KC Sangakkara,M Kartik,Middle,0.6145026486983707,0.6147385054281217,0.000235856729751,False
598048,2013,1,15,6,Sunrisers Hyderabad,Royal Challengers Bengaluru,CL White,MC Henriques,Death,0.7846424355197545,0.7859123371786925,0.0012699016589379,False
598048,2013,2,2,1,Royal Challengers Bengaluru,Sunrisers Hyderabad,MA Agarwal,I Sharma,Powerplay,0.6139971554959482,0.5931516167609815,0.0208455387349667,False
598048,2013,2,4,6,Royal Challengers Bengaluru,Sunrisers Hyderabad,CH Gayle,I Sharma,Powerplay,0.6740366481461099,0.715519175683222,0.0414825275371121,False
598048,2013,2,16,6,Royal Challengers Bengaluru,Sunrisers Hyderabad,V Kohli,NLTC Perera,Death,0.9690032552577618,0.9711107660367488,0.0021075107789869,False
598049,2013,1,16,6,Delhi Capitals,Rajasthan Royals,KM Jadhav,SW Tait,Death,0.694961473802832,0.6985821592448815,0.0036206854420495,False
598049,2013,1,17,6,Delhi Capitals,Rajasthan Royals,KM Jadhav,JP Faulkner,Death,0.7421210380056185,0.7471276242212505,0.0050065862156319,False
598049,2013,2,1,1,Rajasthan Royals,Delhi Capitals,AM Rahane,UT Yadav,Powerplay,0.3605306345334189,0.3442418680364028,0.0162887664970161,False
598052,2013,1,17,3,Punjab Kings,Rajasthan Royals,DA Miller,SR Watson,Death,0.828455782676442,0.8343698133639101,0.005914030687468,False
598053,2013,2,12,6,Pune Warriors,Kolkata Knight Riders,AD Mathews,Iqbal Abdulla,Middle,0.191393139835079,0.1898340830892584,0.0015590567458205,False
598053,2013,2,18,6,Pune Warriors,Kolkata Knight Riders,Parvez Rasool,SP Narine,Death,1.7827332201908916e-05,2.4228799232568088e-06,1.5404452278652108e-05,False
598054,2013,1,0,3,Royal Challengers Bengaluru,Delhi Capitals,CH Gayle,M Morkel,Powerplay,0.491296981693314,0.4605296889576101,0.0307672927357039,False
598054,2013,2,16,1,Delhi Capitals,Royal Challengers Bengaluru,UBT Chand,JD Unadkat,Death,0.3366315142961961,0.2059319737073145,0.1306995405888815,False
598055,2013,1,2,1,Pune Warriors,Mumbai Indians,RV Uthappa,MG Johnson,Powerplay,0.5479653641764108,0.5524193214722921,0.0044539572958812,False
598055,2013,1,3,1,Pune Warriors,Mumbai Indians,MK Pandey,AN Ahmed,Powerplay,0.3894581628133649,0.3818695563176368,0.0075886064957281,False
598055,2013,1,19,5,Pune Warriors,Mumbai Indians,B Kumar,AN Ahmed,Death,0.3656187176464143,0.3760863747198716,0.0104676570734572,False
598056,2013,1,14,1,Sunrisers Hyderabad,Punjab Kings,PA Patel,P Awana,Middle,0.4228557403330964,0.4296534566857866,0.0067977163526901,False
598056,2013,2,7,3,Punjab Kings,Sunrisers Hyderabad,DA Miller,DJG Sammy,Middle,0.3435399634042209,0.3854613659837816,0.0419214025795607,False
598057,2013,2,0,4,Kolkata Knight Riders,Royal Challengers Bengaluru,JH Kallis,R Rampaul,Powerplay,0.3381465169096884,0.3225414051445837,0.0156051117651047,False
598058,2013,1,7,5,Chennai Super Kings,Rajasthan Royals,M Vijay,SK Trivedi,Middle,0.7794016760561269,0.7889477656142028,0.0095460895580758,False
